x,y,CHM.S,Slope.S,DistRoad.S,Height,Orientation,BHG,YCASC,Rat
566154.3066,8842278.287,0.689986445,-0.137254563,-0.012767729,B,Horizontal,1,1,1
566224.3066,8842278.287,0.03552929,-0.156244783,0.009607898,B,Horizontal,1,1,1
566294.3066,8842278.287,2.273724644,-0.10954023,-0.012767729,B,Horizontal,1,1,1
566364.3066,8842278.287,-0.701082229,-0.062069012,-0.012767729,B,Horizontal,1,1,1
566434.3066,8842278.287,0.711126859,0.031093939,-0.012767729,B,Horizontal,1,1,1
566504.3066,8842278.287,0.64098663,0.159561533,-0.012767729,B,Horizontal,1,1,1
566574.3066,8842278.287,0.089467176,0.269940444,-0.012767729,B,Horizontal,1,1,1
566644.3066,8842278.287,1.550850154,0.26488308,0.009607898,B,Horizontal,1,1,1
566714.3066,8842278.287,0.030115119,0.215929151,0.074268601,B,Horizontal,1,1,1
566784.3066,8842278.287,0.109982706,0.248193475,0.175003729,B,Horizontal,1,1,1
566854.3066,8842278.287,0.922835998,0.321773959,0.213203766,B,Horizontal,1,1,1
566924.3066,8842278.287,2.188157225,0.469704002,0.213203766,B,Horizontal,1,1,1
566994.3066,8842278.287,2.017154801,0.561739616,0.213203766,B,Horizontal,1,1,1
567064.3066,8842278.287,-0.24010546,0.667410417,0.213203766,B,Horizontal,1,1,1
567134.3066,8842278.287,1.206686482,0.846479717,0.213203766,B,Horizontal,1,1,1
567204.3066,8842278.287,2.131776341,1.035567732,0.213203766,B,Horizontal,1,1,1
567274.3066,8842278.287,0.149915755,1.200060966,0.213203766,B,Horizontal,1,1,1
567344.3066,8842278.287,-0.94250608,1.255510126,0.213203766,B,Horizontal,1,1,1
567414.3066,8842278.287,0.204677892,1.335508262,0.231905763,B,Horizontal,1,1,1
567484.3066,8842278.287,-0.72252467,1.403418848,0.286543964,B,Horizontal,1,1,1
567554.3066,8842278.287,1.608157948,1.448051471,0.37323765,B,Horizontal,1,1,1
567624.3066,8842278.287,-0.657071069,1.403959991,0.43917526,B,Horizontal,1,1,1
567694.3066,8842278.287,1.496956903,1.295085661,0.43917526,B,Horizontal,1,1,1
567764.3066,8842278.287,0.205860708,1.103463462,0.43917526,B,Horizontal,1,1,1
567834.3066,8842278.287,-0.494046328,1.010359866,0.43917526,B,Horizontal,1,1,1
567904.3066,8842278.287,0.781854777,0.767457813,0.43917526,B,Horizontal,1,1,1
567974.3066,8842278.287,1.283032402,0.297112602,0.43917526,B,Horizontal,1,1,1
568044.3066,8842278.287,1.778551854,-0.164588279,0.43917526,B,Horizontal,1,1,1
568114.3066,8842278.287,0.662622487,-0.567116854,0.43917526,B,Horizontal,1,1,1
568184.3066,8842278.287,1.567059937,-0.821726013,0.43917526,B,Horizontal,1,1,1
568254.3066,8842278.287,-0.558165356,-0.94203306,0.43917526,B,Horizontal,1,1,1
568324.3066,8842278.287,-0.152222995,-0.934331604,0.43917526,B,Horizontal,1,1,1
568394.3066,8842278.287,1.142452892,-1.024619194,0.43917526,B,Horizontal,1,1,1
568464.3066,8842278.287,1.592909296,-0.978316127,0.43917526,B,Horizontal,1,1,1
568534.3066,8842278.287,1.026077214,-0.942507377,0.43917526,B,Horizontal,1,1,1
568604.3066,8842278.287,1.42292454,-0.966526359,0.43917526,B,Horizontal,1,1,1
568674.3066,8842278.287,1.188233069,-0.88693231,0.43917526,B,Horizontal,1,1,1
568744.3066,8842278.287,0.462598675,-0.596814909,0.43917526,B,Horizontal,1,1,1
568814.3066,8842278.287,-0.362716586,-0.410068948,0.286543964,B,Horizontal,1,1,1
568884.3066,8842278.287,0.877183774,-0.314692523,0.074268601,B,Horizontal,1,1,1
568954.3066,8842278.287,0.299108247,-0.29324625,-0.132049835,B,Horizontal,1,1,1
569024.3066,8842278.287,-0.404266894,-0.294857093,-0.327873252,B,Horizontal,1,1,1
569094.3066,8842278.287,-0.183516282,-0.408550748,-0.503481135,B,Horizontal,1,1,1
569164.3066,8842278.287,-0.191864432,-0.515491805,-0.63733737,B,Horizontal,1,1,1
569234.3066,8842278.287,0.590192505,-0.630840424,-0.82305302,B,Horizontal,1,1,1
569304.3066,8842278.287,-0.402628806,-0.811599076,-0.91665346,B,Horizontal,1,1,1
569374.3066,8842278.287,-0.631102684,-0.925332708,0,B,Horizontal,1,1,1
569444.3066,8842278.287,-0.566485237,-0.911094101,0,B,Horizontal,1,1,1
569514.3066,8842278.287,0.603694458,-0.853348452,0,B,Horizontal,1,1,1
569584.3066,8842278.287,1.770700636,-0.808557192,-0.91665346,B,Horizontal,1,1,1
569654.3066,8842278.287,0.463309852,-0.68024495,-0.690682015,B,Horizontal,1,1,1
569724.3066,8842278.287,1.874105512,-0.643703201,-0.690682015,B,Horizontal,1,1,1
569794.3066,8842278.287,0.499204962,-0.724366933,-0.91665346,B,Horizontal,1,1,1
569864.3066,8842278.287,-0.007116053,-0.847932033,0,B,Horizontal,1,1,1
569934.3066,8842278.287,-0.246268004,-0.883671953,0,B,Horizontal,1,1,1
570004.3066,8842278.287,-1.232069787,-0.830092206,-0.91665346,B,Horizontal,1,1,1
570074.3066,8842278.287,-1.179951503,-0.827524991,-0.690682015,B,Horizontal,1,1,1
570144.3066,8842278.287,0.31617055,-0.756661863,-0.46471057,B,Horizontal,1,1,1
570214.3066,8842278.287,0.73964834,-0.60376342,-0.238739124,B,Horizontal,1,1,1
570284.3066,8842278.287,1.603740615,-0.605698757,-0.012767729,B,Horizontal,1,1,1
570354.3066,8842278.287,1.770891077,-0.528412493,0.213203766,B,Horizontal,1,1,1
570424.3066,8842278.287,-0.524016945,-0.211152388,0.43917526,B,Horizontal,1,1,1
570494.3066,8842278.287,0.234401531,-0.035609392,0.665146656,B,Horizontal,1,1,1
570564.3066,8842278.287,0.822368075,-0.146522844,0.891118052,B,Horizontal,1,1,1
570634.3066,8842278.287,0.614534704,-0.064198027,1.117089448,B,Horizontal,1,1,1
570704.3066,8842278.287,-0.277019726,0.010906298,1.291162106,B,Horizontal,1,1,1
570774.3066,8842278.287,1.003379054,-0.260475241,1.117089448,B,Horizontal,1,1,1
570844.3066,8842278.287,-0.215364525,-0.241206677,0.891118052,B,Horizontal,1,1,1
570914.3066,8842278.287,0.584284377,-0.349634639,0.665146656,B,Horizontal,1,1,1
570984.3066,8842278.287,-1.312306353,-0.582820187,0.43917526,B,Horizontal,1,1,1
571054.3066,8842278.287,0.630603144,-0.557305504,0.213203766,B,Horizontal,1,1,1
571124.3066,8842278.287,0.966623985,-0.757884628,-0.012767729,B,Horizontal,1,1,1
571194.3066,8842278.287,1.023455678,-0.379876347,-0.238739124,B,Horizontal,1,1,1
571264.3066,8842278.287,0.261567609,0.028674407,-0.46471057,B,Horizontal,1,1,1
571334.3066,8842278.287,1.232187692,-0.386940371,-0.690682015,B,Horizontal,1,1,1
571404.3066,8842278.287,-0.876048201,-0.52229602,-0.91665346,B,Horizontal,1,1,1
571474.3066,8842278.287,0.57334296,-0.465926098,0,B,Horizontal,1,1,1
571544.3066,8842278.287,0.124566303,-0.569918962,-0.91665346,B,Horizontal,1,1,1
571614.3066,8842278.287,0.99157619,-0.678366114,-0.690682015,B,Horizontal,1,1,1
571684.3066,8842278.287,1.549610801,-0.734924109,-0.46471057,B,Horizontal,1,1,1
571754.3066,8842278.287,2.429255243,-0.801683339,-0.238739124,B,Horizontal,1,1,1
571824.3066,8842278.287,0.718423121,-0.796602882,-0.012767729,B,Horizontal,1,1,1
571894.3066,8842278.287,1.685674782,-0.797508032,0.213203766,B,Horizontal,1,1,1
571964.3066,8842278.287,1.024930106,-0.831729546,0.43917526,B,Horizontal,1,1,1
572034.3066,8842278.287,1.794251315,-0.876369099,0.665146656,B,Horizontal,1,1,1
572104.3066,8842278.287,1.354197739,-0.881991387,0.891118052,B,Horizontal,1,1,1
572174.3066,8842278.287,0.313471647,-0.932305894,1.117089448,B,Horizontal,1,1,1
572244.3066,8842278.287,1.085338514,-0.843820809,1.343061041,B,Horizontal,1,1,1
572314.3066,8842278.287,1.360703969,-0.707790089,1.569032437,B,Horizontal,1,1,1
572384.3066,8842278.287,-0.743688888,-0.840588583,1.795003832,B,Horizontal,1,1,1
572454.3066,8842278.287,0.100204762,-0.948902813,2.020975426,B,Horizontal,1,1,1
572524.3066,8842278.287,0.994465533,-0.892092119,2.246946624,B,Horizontal,1,1,1
572594.3066,8842278.287,1.528889952,-0.88252873,2.472918217,B,Horizontal,1,1,1
572664.3066,8842278.287,0.931383515,-0.935578373,2.472918217,B,Horizontal,1,1,1
572734.3066,8842278.287,0.330889539,-0.944919421,2.299269416,B,Horizontal,1,1,1
572804.3066,8842278.287,0.428204774,-0.921720502,2.092793886,B,Horizontal,1,1,1
572874.3066,8842278.287,1.214205917,-0.901277867,1.889100206,B,Horizontal,1,1,1
572944.3066,8842278.287,-0.750733709,-0.781540145,1.688789283,B,Horizontal,1,1,1
573014.3066,8842278.287,0.798946836,-0.700493941,1.492632363,B,Horizontal,1,1,1
573084.3066,8842278.287,0.786514624,-0.826212935,1.301629905,B,Horizontal,1,1,1
573154.3066,8842278.287,0.357000754,-0.892431262,1.117089448,B,Horizontal,1,1,1
573224.3066,8842278.287,1.972649685,-0.814899325,0.940728946,B,Horizontal,1,1,1
573294.3066,8842278.287,-0.260623965,-0.83440966,0.774806406,B,Horizontal,1,1,1
573364.3066,8842278.287,1.521923986,-0.901397506,0.578322256,B,Horizontal,1,1,1
573434.3066,8842278.287,1.845222491,-0.934349229,0.37323765,B,Horizontal,1,1,1
573504.3066,8842278.287,1.125313223,-0.953795325,0.175003729,B,Horizontal,1,1,1
573574.3066,8842278.287,1.037798248,-0.938792356,-0.012767729,B,Horizontal,1,1,1
573644.3066,8842278.287,-0.055334764,-0.9292572,-0.183909249,B,Horizontal,1,1,1
573714.3066,8842278.287,1.207406586,-0.879665908,-0.327873252,B,Horizontal,1,1,1
573784.3066,8842278.287,1.189720887,-0.877362335,-0.428040471,B,Horizontal,1,1,1
573854.3066,8842278.287,-0.452271359,-0.871424186,-0.46471057,B,Horizontal,1,1,1
573924.3066,8842278.287,1.415107542,-0.878622326,-0.46471057,B,Horizontal,1,1,1
573994.3066,8842278.287,1.486589783,-0.844252562,-0.46471057,B,Horizontal,1,1,1
574064.3066,8842278.287,1.729784138,-0.755721499,-0.46471057,B,Horizontal,1,1,1
574134.3066,8842278.287,0.615946644,-0.691333537,-0.503481135,B,Horizontal,1,1,1
574204.3066,8842278.287,0.277482804,-0.690152417,-0.690682015,B,Horizontal,1,1,1
574274.3066,8842278.287,-0.166595322,-0.706534276,-0.91665346,B,Horizontal,1,1,1
574344.3066,8842278.287,-0.537984585,-0.658806964,0,B,Horizontal,1,1,1
574414.3066,8842278.287,-0.126833371,-0.591275034,0,B,Horizontal,1,1,1
574484.3066,8842278.287,-1.333534548,-0.687401342,-0.91665346,B,Horizontal,1,1,1
574554.3066,8842278.287,-1.261046541,-0.840697458,-0.82305302,B,Horizontal,1,1,1
574624.3066,8842278.287,-0.930651141,-0.769919528,-0.63733737,B,Horizontal,1,1,1
574694.3066,8842278.287,0.448653351,-0.813644681,-0.503481135,B,Horizontal,1,1,1
574764.3066,8842278.287,1.120400446,-0.950197235,-0.327873252,B,Horizontal,1,1,1
574834.3066,8842278.287,1.137956705,-1.019098208,-0.210920732,B,Horizontal,1,1,1
574904.3066,8842278.287,1.344840848,-1.002807853,-0.238739124,B,Horizontal,1,1,1
574974.3066,8842278.287,0.688226356,-0.967199349,-0.238739124,B,Horizontal,1,1,1
575044.3066,8842278.287,0.654973612,-0.834429725,-0.210920732,B,Horizontal,1,1,1
575114.3066,8842278.287,0.27545342,-0.621120892,-0.132049835,B,Horizontal,1,1,1
575184.3066,8842278.287,0.661731283,0.424952117,-0.012767729,B,Horizontal,1,1,1
575254.3066,8842278.287,-0.360794324,0.309774583,0.135662636,B,Horizontal,1,1,1
575324.3066,8842278.287,1.615580675,-0.559554639,0.304298358,B,Horizontal,1,1,1
575394.3066,8842278.287,0.535245878,-0.754392473,0.455234521,B,Horizontal,1,1,1
575464.3066,8842278.287,-1.219671795,-0.042377671,0.622268477,B,Horizontal,1,1,1
575534.3066,8842278.287,-1.095354141,0.965922846,0.801254919,B,Horizontal,1,1,1
575604.3066,8842278.287,-0.939392075,1.065378341,0.989185446,B,Horizontal,1,1,1
575674.3066,8842278.287,-0.461385735,0.275439637,1.161840702,B,Horizontal,1,1,1
575744.3066,8842278.287,0.025113073,-0.282480677,1.128360106,B,Horizontal,1,1,1
575814.3066,8842278.287,-0.722021787,0.29756172,1.117089448,B,Horizontal,1,1,1
575884.3066,8842278.287,-0.925963025,1.744940471,1.117089448,B,Horizontal,1,1,1
575954.3066,8842278.287,-0.889413275,2.828141112,1.117089448,B,Horizontal,1,1,1
576024.3066,8842278.287,-1.138449549,3.241206986,1.128360106,B,Horizontal,1,1,1
576094.3066,8842278.287,-1.510654137,3.801653644,1.161840702,B,Horizontal,1,1,1
576164.3066,8842278.287,-0.070115497,3.901757712,1.094378193,B,Horizontal,1,1,1
576234.3066,8842278.287,0.372283998,3.334900419,0.940728946,B,Horizontal,1,1,1
576304.3066,8842278.287,-1.093950757,2.667887887,0.801254919,B,Horizontal,1,1,1
576374.3066,8842278.287,0.32454734,2.133630141,0.679215169,B,Horizontal,1,1,1
576444.3066,8842278.287,1.028481715,1.701328234,0.578322256,B,Horizontal,1,1,1
576514.3066,8842278.287,0.624572829,0.938614922,0.502472011,B,Horizontal,1,1,1
576584.3066,8842278.287,0.163770879,0.310109806,0.455234521,B,Horizontal,1,1,1
576654.3066,8842278.287,-0.121096529,0.232379135,0.43917526,B,Horizontal,1,1,1
576724.3066,8842278.287,-0.536662286,0.26792003,0.455234521,B,Horizontal,1,1,1
576794.3066,8842278.287,-0.510420515,0.688316648,0.502472011,B,Horizontal,1,1,1
576864.3066,8842278.287,-0.54710919,1.420455918,0.578322256,B,Horizontal,1,1,1
576934.3066,8842278.287,-0.680684981,1.960446977,0.622268477,B,Horizontal,1,1,1
577004.3066,8842278.287,-0.991072196,1.865151298,0.455234521,B,Horizontal,1,1,1
577074.3066,8842278.287,-1.432268418,1.315435067,0.304298358,B,Horizontal,1,1,1
577144.3066,8842278.287,-1.346950021,0.530457989,0.175003729,B,Horizontal,1,1,1
561184.3066,8842208.287,-0.760570607,-0.544096843,-0.46471057,B,Horizontal,1,1,1
561254.3066,8842208.287,-0.821026812,-0.403336364,-0.690682015,B,Horizontal,1,1,1
561324.3066,8842208.287,0.295949794,-0.462946921,-0.91665346,B,Horizontal,1,1,1
561394.3066,8842208.287,-0.6803253,0.26866393,0,B,Horizontal,1,1,1
561464.3066,8842208.287,-0.569508112,1.53322802,-0.91665346,B,Horizontal,1,1,1
561534.3066,8842208.287,0.029442625,1.992347191,-0.690682015,B,Horizontal,1,1,1
561604.3066,8842208.287,-0.33137792,1.596509039,-0.46471057,B,Horizontal,1,1,1
561674.3066,8842208.287,-0.45423156,1.049764694,-0.238739124,B,Horizontal,1,1,1
561744.3066,8842208.287,-0.333790418,0.332002172,-0.238739124,B,Horizontal,1,1,1
561814.3066,8842208.287,-0.142535808,-0.049099525,-0.46471057,B,Horizontal,1,1,1
561884.3066,8842208.287,0.428518703,-0.169188065,-0.690682015,B,Horizontal,1,1,1
561954.3066,8842208.287,-0.606448043,0.022151664,-0.91665346,B,Horizontal,1,1,1
562024.3066,8842208.287,-1.463255958,-0.098005379,0,B,Horizontal,1,1,1
562094.3066,8842208.287,-0.973772586,-0.365329443,0,B,Horizontal,1,1,1
562164.3066,8842208.287,-0.700659688,-0.284706875,0,B,Horizontal,1,1,1
562234.3066,8842208.287,-1.478942029,-0.147397078,0,B,Horizontal,1,1,1
562304.3066,8842208.287,-1.394532132,-0.209335349,0,B,Horizontal,1,1,1
562374.3066,8842208.287,-1.524612107,-0.60837593,-0.91665346,B,Horizontal,1,1,1
562444.3066,8842208.287,-1.37282486,-0.499583308,-0.82305302,B,Horizontal,1,1,1
562514.3066,8842208.287,-0.813321772,0.054012468,-0.63733737,B,Horizontal,1,1,1
562584.3066,8842208.287,-0.71868461,-0.054772176,-0.503481135,B,Horizontal,1,1,1
562654.3066,8842208.287,-0.271188965,-0.573143125,-0.63733737,B,Horizontal,1,1,1
562724.3066,8842208.287,-1.485161111,-0.690132712,-0.82305302,B,Horizontal,1,1,1
562794.3066,8842208.287,-1.109501808,-0.61528713,-0.91665346,B,Horizontal,1,1,1
562864.3066,8842208.287,0,-0.707115414,0,B,Horizontal,1,1,1
562934.3066,8842208.287,0,-0.735557036,-0.91665346,B,Horizontal,1,1,1
563004.3066,8842208.287,0,-0.640273978,-0.91665346,B,Horizontal,1,1,1
563074.3066,8842208.287,0,-0.42647904,0,B,Horizontal,1,1,1
563144.3066,8842208.287,-1.38911796,-0.444576457,0,B,Horizontal,1,1,1
563214.3066,8842208.287,0,-0.464776959,-0.91665346,B,Horizontal,1,1,1
563284.3066,8842208.287,0,-0.421112038,-0.91665346,B,Horizontal,1,1,1
563354.3066,8842208.287,-1.430159435,-0.371761056,0,B,Horizontal,1,1,1
563424.3066,8842208.287,-1.450364011,-0.315206981,0,B,Horizontal,1,1,1
563494.3066,8842208.287,-1.29452097,-0.343276344,0,B,Horizontal,1,1,1
563564.3066,8842208.287,-0.688621749,-0.314165273,0,B,Horizontal,1,1,1
563634.3066,8842208.287,-0.254181711,-0.387183844,0,B,Horizontal,1,1,1
563704.3066,8842208.287,-0.606449531,-0.490887601,0,B,Horizontal,1,1,1
563774.3066,8842208.287,-0.559544564,-0.344820748,0,B,Horizontal,1,1,1
563844.3066,8842208.287,-0.131814588,-0.153076468,-0.91665346,B,Horizontal,1,1,1
563914.3066,8842208.287,-1.010561875,-0.104186021,-0.91665346,B,Horizontal,1,1,1
563984.3066,8842208.287,0.074432769,-0.115121681,-0.91665346,B,Horizontal,1,1,1
564054.3066,8842208.287,-0.479404706,-0.054609585,-0.91665346,B,Horizontal,1,1,1
564124.3066,8842208.287,1.043011565,0.053798776,-0.91665346,B,Horizontal,1,1,1
564194.3066,8842208.287,0.089331784,0.22164348,-0.91665346,B,Horizontal,1,1,1
564264.3066,8842208.287,1.35277836,0.287443415,-0.91665346,B,Horizontal,1,1,1
564334.3066,8842208.287,1.489333321,0.18414861,-0.91665346,B,Horizontal,1,1,1
564404.3066,8842208.287,-0.71901193,0.021870088,0,B,Horizontal,1,1,1
564474.3066,8842208.287,-0.621482449,0.026153496,0,B,Horizontal,1,1,1
564544.3066,8842208.287,1.468649668,0.127184689,0,B,Horizontal,1,1,1
564614.3066,8842208.287,-0.712511651,0.197185155,0,B,Horizontal,1,1,1
564684.3066,8842208.287,-1.100515384,0.183995098,0,B,Horizontal,1,1,1
564754.3066,8842208.287,1.531295755,0.077409554,-0.91665346,B,Horizontal,1,1,1
564824.3066,8842208.287,-0.160905904,0.077344077,-0.91665346,B,Horizontal,1,1,1
564894.3066,8842208.287,0.253023068,0.208557278,-0.91665346,B,Horizontal,1,1,1
564964.3066,8842208.287,-0.22752893,0.308330526,-0.91665346,B,Horizontal,1,1,1
565034.3066,8842208.287,-0.559812371,0.253684964,-0.91665346,B,Horizontal,1,1,1
565104.3066,8842208.287,1.146990739,0.189220005,-0.91665346,B,Horizontal,1,1,1
565174.3066,8842208.287,-0.38747835,0.195698593,-0.91665346,B,Horizontal,1,1,1
565244.3066,8842208.287,-1.010322336,0.206351439,-0.91665346,B,Horizontal,1,1,1
565314.3066,8842208.287,1.107380546,0.066126497,-0.91665346,B,Horizontal,1,1,1
565384.3066,8842208.287,0.273828722,-0.106381063,-0.82305302,B,Horizontal,1,1,1
565454.3066,8842208.287,0.585757318,-0.139052069,-0.63733737,B,Horizontal,1,1,1
565524.3066,8842208.287,-0.661467572,0.275672793,-0.503481135,B,Horizontal,1,1,1
565594.3066,8842208.287,0.03626576,0.824638384,-0.327873252,B,Horizontal,1,1,1
565664.3066,8842208.287,-0.218027721,1.134280289,-0.238739124,B,Horizontal,1,1,1
565734.3066,8842208.287,-0.084579325,1.063242792,-0.238739124,B,Horizontal,1,1,1
565804.3066,8842208.287,0.970245335,0.617142008,-0.238739124,B,Horizontal,1,1,1
565874.3066,8842208.287,1.479571743,0.515282594,-0.238739124,B,Horizontal,1,1,1
565944.3066,8842208.287,-0.644607613,0.569025792,-0.238739124,B,Horizontal,1,1,1
566014.3066,8842208.287,1.739971232,0.560625417,-0.238739124,B,Horizontal,1,1,1
566084.3066,8842208.287,-0.106286597,0.454254321,-0.238739124,B,Horizontal,1,1,1
566154.3066,8842208.287,-0.874340185,0.293675503,-0.238739124,B,Horizontal,1,1,1
566224.3066,8842208.287,1.968910797,0.142188139,-0.210920732,B,Horizontal,1,1,1
566294.3066,8842208.287,2.079299494,0.044887933,-0.238739124,B,Horizontal,1,1,1
566364.3066,8842208.287,0.386017679,0.022484686,-0.238739124,B,Horizontal,1,1,1
566434.3066,8842208.287,0.401352625,0.165054948,-0.238739124,B,Horizontal,1,1,1
566504.3066,8842208.287,0.35058528,0.365666122,-0.238739124,B,Horizontal,1,1,1
566574.3066,8842208.287,-0.151232107,0.527205628,-0.238739124,B,Horizontal,1,1,1
566644.3066,8842208.287,-0.80108744,0.754299944,-0.210920732,B,Horizontal,1,1,1
566714.3066,8842208.287,1.743727974,0.870189603,-0.132049835,B,Horizontal,1,1,1
566784.3066,8842208.287,1.337519293,0.824469328,-0.012767729,B,Horizontal,1,1,1
566854.3066,8842208.287,1.973040981,0.947893451,-0.012767729,B,Horizontal,1,1,1
566924.3066,8842208.287,-0.185289762,1.002220434,-0.012767729,B,Horizontal,1,1,1
566994.3066,8842208.287,-0.512642572,0.986172662,-0.012767729,B,Horizontal,1,1,1
567064.3066,8842208.287,1.059831353,0.971304429,-0.012767729,B,Horizontal,1,1,1
567134.3066,8842208.287,-0.067186726,0.849423954,-0.012767729,B,Horizontal,1,1,1
567204.3066,8842208.287,-0.677315816,0.674035914,-0.012767729,B,Horizontal,1,1,1
567274.3066,8842208.287,-0.388080916,0.441931415,-0.012767729,B,Horizontal,1,1,1
567344.3066,8842208.287,0.213963367,0.332230376,-0.012767729,B,Horizontal,1,1,1
567414.3066,8842208.287,0.347329933,0.557222982,0.009607898,B,Horizontal,1,1,1
567484.3066,8842208.287,1.029316195,0.733278029,0.074268601,B,Horizontal,1,1,1
567554.3066,8842208.287,1.211276402,0.589643982,0.175003729,B,Horizontal,1,1,1
567624.3066,8842208.287,-0.004619493,0.29334991,0.213203766,B,Horizontal,1,1,1
567694.3066,8842208.287,1.494385953,0.022282754,0.213203766,B,Horizontal,1,1,1
567764.3066,8842208.287,1.849947802,-0.217332205,0.213203766,B,Horizontal,1,1,1
567834.3066,8842208.287,1.802660466,-0.28160328,0.213203766,B,Horizontal,1,1,1
567904.3066,8842208.287,-1.285382789,-0.355016841,0.213203766,B,Horizontal,1,1,1
567974.3066,8842208.287,-0.621632719,-0.489484192,0.213203766,B,Horizontal,1,1,1
568044.3066,8842208.287,1.777011962,-0.694870879,0.213203766,B,Horizontal,1,1,1
568114.3066,8842208.287,2.069859285,-0.960939862,0.213203766,B,Horizontal,1,1,1
568184.3066,8842208.287,1.651672177,-1.036721449,0.213203766,B,Horizontal,1,1,1
568254.3066,8842208.287,2.163635,-0.920910523,0.213203766,B,Horizontal,1,1,1
568324.3066,8842208.287,-0.53430521,-0.81723481,0.213203766,B,Horizontal,1,1,1
568394.3066,8842208.287,0.467161814,-0.901840194,0.213203766,B,Horizontal,1,1,1
568464.3066,8842208.287,0.141183748,-0.876683637,0.213203766,B,Horizontal,1,1,1
568534.3066,8842208.287,-0.203445611,-1.042069821,0.213203766,B,Horizontal,1,1,1
568604.3066,8842208.287,-0.961013054,-1.054384868,0.213203766,B,Horizontal,1,1,1
568674.3066,8842208.287,1.092435409,-0.961417721,0.213203766,B,Horizontal,1,1,1
568744.3066,8842208.287,1.532716622,-0.828673287,0.213203766,B,Horizontal,1,1,1
568814.3066,8842208.287,1.116075357,-0.759670786,0.135662636,B,Horizontal,1,1,1
568884.3066,8842208.287,1.811786745,-0.715217122,-0.012767729,B,Horizontal,1,1,1
568954.3066,8842208.287,-0.095694817,-0.688897327,-0.210920732,B,Horizontal,1,1,1
569024.3066,8842208.287,0.666416424,-0.619458843,-0.428040471,B,Horizontal,1,1,1
569094.3066,8842208.287,0.836643694,-0.613796338,-0.63733737,B,Horizontal,1,1,1
569164.3066,8842208.287,1.523277901,-0.686131671,-0.82305302,B,Horizontal,1,1,1
569234.3066,8842208.287,-1.086135618,-0.826444493,-0.91665346,B,Horizontal,1,1,1
569304.3066,8842208.287,0.437941058,-0.946093517,0,B,Horizontal,1,1,1
569374.3066,8842208.287,1.474642601,-1.019917101,0,B,Horizontal,1,1,1
569444.3066,8842208.287,-0.39257264,-0.945898335,-0.91665346,B,Horizontal,1,1,1
569514.3066,8842208.287,0.198077929,-0.869770477,0,B,Horizontal,1,1,1
569584.3066,8842208.287,0.240546221,-0.854437977,-0.91665346,B,Horizontal,1,1,1
569654.3066,8842208.287,2.104593896,-0.722040905,-0.690682015,B,Horizontal,1,1,1
569724.3066,8842208.287,1.593919525,-0.670066808,-0.690682015,B,Horizontal,1,1,1
569794.3066,8842208.287,1.669441194,-0.705558114,-0.91665346,B,Horizontal,1,1,1
569864.3066,8842208.287,0.741082597,-0.81767399,0,B,Horizontal,1,1,1
569934.3066,8842208.287,1.695710118,-0.93479104,-0.91665346,B,Horizontal,1,1,1
570004.3066,8842208.287,1.841266381,-0.908294262,-0.82305302,B,Horizontal,1,1,1
570074.3066,8842208.287,1.690285532,-0.845664947,-0.63733737,B,Horizontal,1,1,1
570144.3066,8842208.287,1.87285872,-0.75064952,-0.428040471,B,Horizontal,1,1,1
570214.3066,8842208.287,1.314053419,-0.734339774,-0.210920732,B,Horizontal,1,1,1
570284.3066,8842208.287,2.553401798,-0.790862108,0.009607898,B,Horizontal,1,1,1
570354.3066,8842208.287,1.944067203,-0.711142763,0.231905763,B,Horizontal,1,1,1
570424.3066,8842208.287,2.027332968,-0.424451679,0.455234521,B,Horizontal,1,1,1
570494.3066,8842208.287,1.4177142,-0.161852438,0.679215169,B,Horizontal,1,1,1
570564.3066,8842208.287,-0.087614475,-0.030288402,0.878525235,B,Horizontal,1,1,1
570634.3066,8842208.287,2.141488821,0.150595667,1.001128546,B,Horizontal,1,1,1
570704.3066,8842208.287,0.034865723,0.149627964,1.082935817,B,Horizontal,1,1,1
570774.3066,8842208.287,1.43627176,0.077622489,1.117089448,B,Horizontal,1,1,1
570844.3066,8842208.287,1.008946471,0.090496444,0.891118052,B,Horizontal,1,1,1
570914.3066,8842208.287,1.482867261,-0.067196942,0.665146656,B,Horizontal,1,1,1
570984.3066,8842208.287,1.360747116,-0.140083872,0.43917526,B,Horizontal,1,1,1
571054.3066,8842208.287,1.473880837,-0.004460918,0.213203766,B,Horizontal,1,1,1
571124.3066,8842208.287,-0.450671954,-0.064764411,-0.012767729,B,Horizontal,1,1,1
571194.3066,8842208.287,0.554096539,0.169161254,-0.238739124,B,Horizontal,1,1,1
571264.3066,8842208.287,-0.344034048,0.137575354,-0.46471057,B,Horizontal,1,1,1
571334.3066,8842208.287,1.621234385,-0.333900081,-0.690682015,B,Horizontal,1,1,1
571404.3066,8842208.287,-0.732295174,-0.470962004,-0.91665346,B,Horizontal,1,1,1
571474.3066,8842208.287,0.942762351,-0.476689882,0,B,Horizontal,1,1,1
571544.3066,8842208.287,-0.014934539,-0.530656057,-0.91665346,B,Horizontal,1,1,1
571614.3066,8842208.287,1.500332763,-0.633813479,-0.690682015,B,Horizontal,1,1,1
571684.3066,8842208.287,0.865950744,-0.703923095,-0.46471057,B,Horizontal,1,1,1
571754.3066,8842208.287,1.62273857,-0.768410304,-0.238739124,B,Horizontal,1,1,1
